customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0002060,Male,0,Yes,No,47,Yes,No,No internet,No,Yes,No,Yes,Yes,One year,Yes,Credit card,45.36,2689.94,0
0002061,Female,0,Yes,Yes,41,No,No,No,No,No,Yes,Yes,No internet,Two year,No,Credit card,48.29,3355.52,0
0002062,Male,0,Yes,No,30,Yes,Fiber optic,Yes,No,No,No,No internet,Yes,Month-to-month,No,Electronic check,92.99,10970.37,1
0002063,Female,0,No,Yes,23,Yes,Fiber optic,No,No internet,No internet,No internet,No internet,No internet,Two year,Yes,Bank transfer,87.96,8882.03,1
0002064,Male,1,Yes,No,24,Yes,DSL,Yes,Yes,Yes,Yes,No internet,No internet,One year,Yes,Electronic check,63.93,9224.68,1
0002065,Female,0,Yes,Yes,11,Yes,Fiber optic,No internet,Yes,No internet,No internet,Yes,No internet,Two year,No,Credit card,92.47,2863.56,1
0002066,Female,0,Yes,Yes,45,Yes,Fiber optic,Yes,No internet,Yes,No internet,No,No internet,Month-to-month,Yes,Mailed check,80.26,8607.28,0
0002067,Male,1,No,No,24,Yes,No,No internet,Yes,No internet,Yes,Yes,No,Month-to-month,No,Mailed check,36.67,3787.57,0
0002068,Female,0,Yes,Yes,6,Yes,DSL,Yes,Yes,Yes,No,No,No internet,Two year,Yes,Credit card,46.23,3636.65,0
0002069,Male,0,Yes,Yes,6,No,Fiber optic,No,No internet,Yes,Yes,No,No,Two year,Yes,Credit card,24.55,3466.03,1
0002070,Male,1,Yes,No,49,Yes,DSL,Yes,No internet,No,No internet,Yes,No internet,Month-to-month,No,Mailed check,85.48,1216.17,0
0002071,Male,0,Yes,Yes,24,Yes,Fiber optic,No internet,Yes,Yes,No internet,No internet,No internet,Two year,Yes,Electronic check,23.65,1160.96,1
0002072,Female,1,No,Yes,12,Yes,No,No,No internet,No,No internet,Yes,No,Month-to-month,No,Credit card,93.76,7628.24,1
0002073,Female,1,Yes,Yes,5,Yes,No,No,Yes,No internet,Yes,No,No,Two year,Yes,Electronic check,72.35,5582.24,0
0002074,Male,0,No,No,23,Yes,No,Yes,No,No internet,No internet,Yes,Yes,One year,Yes,Credit card,62.75,8921.25,0
0002075,Male,0,No,No,5,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,78.88,8631.7,1
0002076,Female,0,No,No,15,Yes,Fiber optic,No,No internet,No,Yes,No,No,Two year,No,Electronic check,81.19,3787.47,0
0002077,Male,0,Yes,No,28,Yes,Fiber optic,Yes,Yes,No,No internet,Yes,No,Month-to-month,No,Electronic check,77.61,1487.41,1
0002078,Male,0,Yes,Yes,20,Yes,Fiber optic,No internet,No,No internet,No internet,No internet,Yes,Month-to-month,Yes,Mailed check,90.75,3075.19,1
0002079,Female,0,Yes,No,63,Yes,DSL,No internet,No internet,No,No internet,No internet,Yes,Month-to-month,Yes,Electronic check,82.88,6017.82,0
0002080,Male,0,Yes,No,1,Yes,DSL,Yes,No,No,No,No internet,No internet,Two year,Yes,Bank transfer,67.27,8814.03,1
0002081,Female,0,No,No,8,Yes,Fiber optic,No,No,No internet,No,No,No internet,Month-to-month,No,Electronic check,102.61,4916.14,1
0002082,Male,0,Yes,No,1,Yes,Fiber optic,Yes,No internet,No,No,Yes,Yes,One year,No,Mailed check,117.31,6541.38,1
0002083,Female,0,Yes,No,5,Yes,Fiber optic,No,No,No internet,No internet,Yes,No,One year,No,Mailed check,80.48,6097.62,0
0002084,Male,0,No,Yes,3,No,No,No,No internet,No,No internet,No internet,Yes,One year,No,Credit card,90.63,2382.15,1
0002085,Male,0,No,No,32,No,Fiber optic,No internet,No internet,Yes,No,No,Yes,One year,No,Electronic check,69.86,4841.52,1
0002086,Female,1,Yes,No,11,Yes,Fiber optic,Yes,No,No internet,Yes,No internet,Yes,Two year,Yes,Credit card,58.89,7307.17,1
0002087,Male,1,Yes,No,64,Yes,Fiber optic,No,No,No internet,No,No internet,Yes,Month-to-month,No,Electronic check,105.8,569.72,0
0002088,Female,0,Yes,No,0,Yes,DSL,No,Yes,No internet,No,No internet,Yes,Two year,Yes,Electronic check,37.86,6619.21,0
0002089,Male,1,No,Yes,26,Yes,Fiber optic,No,No,Yes,Yes,No internet,No internet,One year,Yes,Credit card,88.41,9895.4,1
0002090,Female,0,No,No,72,Yes,DSL,No,Yes,No internet,No,No,No,One year,No,Mailed check,32.0,10058.01,0
0002091,Female,0,No,Yes,4,No,DSL,No internet,No internet,Yes,No,No,No internet,Month-to-month,No,Mailed check,96.19,9364.23,1
0002092,Female,0,No,Yes,14,Yes,Fiber optic,No internet,No,No,No,No internet,No internet,Month-to-month,Yes,Credit card,41.93,2433.58,1
0002093,Female,0,No,No,30,Yes,Fiber optic,No internet,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.92,9451.2,1
0002094,Male,1,Yes,No,25,No,No,No internet,No internet,No internet,Yes,No internet,No internet,One year,Yes,Credit card,32.21,1241.31,0
0002095,Male,0,Yes,No,20,Yes,No,No internet,No,Yes,No,No internet,No,Month-to-month,Yes,Credit card,18.06,3563.92,0
0002096,Female,0,No,No,9,Yes,Fiber optic,Yes,Yes,Yes,No internet,No internet,No,One year,No,Mailed check,93.63,4379.81,1
0002097,Female,0,No,No,32,Yes,Fiber optic,Yes,No,Yes,No,No internet,No,One year,No,Mailed check,107.27,2282.23,1
0002098,Female,0,Yes,Yes,26,Yes,Fiber optic,No internet,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,99.55,9615.15,1
0002099,Male,0,No,No,4,Yes,DSL,No,No,No,Yes,Yes,No internet,Month-to-month,No,Electronic check,31.55,8103.34,0
0002100,Male,0,No,No,72,Yes,No,No,No,No,Yes,No internet,Yes,Month-to-month,Yes,Credit card,41.94,7862.52,0
0002101,Male,0,Yes,No,20,Yes,DSL,Yes,No internet,No,No internet,No internet,No internet,Two year,Yes,Mailed check,102.09,10202.98,1
0002102,Male,0,No,No,18,Yes,Fiber optic,Yes,Yes,No internet,No internet,No internet,No internet,Month-to-month,No,Electronic check,19.71,8376.56,1
0002103,Female,0,Yes,No,47,Yes,DSL,Yes,No internet,Yes,No internet,Yes,No,Two year,No,Electronic check,71.9,4717.37,0
0002104,Female,0,No,No,25,Yes,No,No internet,No internet,No,No,Yes,No internet,Two year,Yes,Credit card,103.25,1480.49,1
0002105,Female,0,Yes,No,1,Yes,Fiber optic,No,No internet,No internet,Yes,No internet,No,One year,Yes,Mailed check,37.91,9113.33,1
0002106,Male,0,No,No,17,No,No,No,Yes,No internet,No,Yes,Yes,Month-to-month,Yes,Bank transfer,32.7,7855.23,0
0002107,Male,0,No,No,37,Yes,DSL,Yes,No internet,Yes,No,Yes,No internet,Month-to-month,Yes,Bank transfer,36.53,6669.47,1
0002108,Male,0,Yes,No,30,Yes,Fiber optic,Yes,Yes,Yes,No internet,Yes,No internet,Two year,Yes,Credit card,95.07,8201.5,1
0002109,Female,0,No,No,72,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,116.45,8309.88,0
0002110,Female,0,No,No,0,Yes,Fiber optic,Yes,No,Yes,No internet,No internet,No internet,Two year,Yes,Mailed check,39.53,8174.65,0
0002111,Male,1,No,No,7,Yes,DSL,No internet,Yes,Yes,No internet,Yes,No,Month-to-month,Yes,Bank transfer,29.08,5005.81,0
0002112,Female,0,Yes,No,19,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,45.62,5888.1,1
0002113,Male,0,No,No,24,Yes,DSL,No internet,No,No,Yes,No,No internet,One year,Yes,Mailed check,29.31,8839.29,0
0002114,Male,1,Yes,No,8,Yes,Fiber optic,No,No internet,No,No,No,Yes,Month-to-month,Yes,Electronic check,18.52,10220.46,1
0002115,Female,0,Yes,No,43,Yes,No,No internet,No,Yes,No,No,Yes,One year,No,Mailed check,63.88,5683.88,0
0002116,Male,0,Yes,No,4,No,Fiber optic,No,No,No internet,Yes,No,No,Two year,Yes,Electronic check,94.64,7629.53,1
0002117,Female,0,Yes,No,0,Yes,Fiber optic,No internet,No,No,No,No,No,One year,Yes,Electronic check,49.74,5589.62,1
0002118,Male,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet,Month-to-month,Yes,Credit card,51.76,4597.58,1
0002119,Female,0,Yes,Yes,12,Yes,Fiber optic,No internet,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,41.24,8592.83,1
0002120,Female,1,Yes,Yes,72,Yes,No,No,Yes,No internet,No internet,No internet,No,Two year,Yes,Credit card,31.43,1642.23,0
0002121,Female,0,No,No,8,Yes,Fiber optic,Yes,Yes,No internet,Yes,No,No internet,Month-to-month,Yes,Bank transfer,24.81,4902.46,0
0002122,Male,0,No,No,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,76.16,6481.4,1
0002123,Male,1,No,No,37,No,DSL,No,Yes,Yes,No internet,Yes,No internet,Two year,Yes,Electronic check,95.94,7792.82,1
0002124,Female,1,Yes,Yes,45,Yes,DSL,No internet,No internet,Yes,No internet,Yes,Yes,One year,No,Credit card,69.37,9729.62,0
0002125,Female,0,No,Yes,16,No,Fiber optic,Yes,Yes,Yes,No internet,Yes,Yes,Month-to-month,No,Mailed check,104.11,1791.47,1
0002126,Male,0,Yes,No,1,Yes,Fiber optic,No internet,Yes,No internet,No internet,No,No internet,Two year,Yes,Mailed check,65.1,4569.37,1
0002127,Male,0,No,Yes,26,Yes,Fiber optic,No,No,No internet,Yes,No internet,Yes,Month-to-month,Yes,Credit card,25.26,2515.27,0
0002128,Male,0,No,No,5,Yes,No,No,No,No internet,Yes,No internet,No,Month-to-month,Yes,Mailed check,79.61,6040.11,1
0002129,Female,0,No,No,47,Yes,DSL,No,Yes,No internet,Yes,No,No internet,Month-to-month,No,Electronic check,90.94,2265.51,0
0002130,Male,1,Yes,No,8,Yes,No,No,No internet,No,Yes,No internet,Yes,Month-to-month,Yes,Bank transfer,30.59,2653.0,0
0002131,Male,0,Yes,Yes,47,Yes,Fiber optic,No internet,No internet,Yes,Yes,No,Yes,Two year,Yes,Electronic check,71.4,1352.66,0
0002132,Female,0,Yes,Yes,13,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,48.31,6223.56,0
0002133,Male,0,Yes,No,22,Yes,DSL,No,No internet,No,No internet,No,Yes,Month-to-month,Yes,Credit card,116.18,8814.78,1
0002134,Male,0,Yes,Yes,38,Yes,Fiber optic,No internet,No,No,Yes,No internet,Yes,Month-to-month,Yes,Bank transfer,39.61,1395.67,1
0002135,Male,0,No,No,1,Yes,DSL,No internet,No internet,Yes,No internet,No internet,No internet,One year,Yes,Bank transfer,87.63,8732.9,1
0002136,Female,0,Yes,No,43,Yes,DSL,No internet,No internet,Yes,No internet,No internet,No internet,Month-to-month,No,Bank transfer,49.48,10617.65,0
0002137,Female,0,No,Yes,3,Yes,DSL,No internet,No internet,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.47,5267.1,1
0002138,Female,0,Yes,Yes,11,Yes,DSL,No internet,No,No,No internet,No,No,Month-to-month,Yes,Electronic check,102.36,5893.02,1
0002139,Female,0,Yes,Yes,16,Yes,DSL,No,No,No internet,Yes,No,No internet,Month-to-month,No,Credit card,119.71,8387.63,0
0002140,Female,0,No,No,56,Yes,No,No,Yes,No,No,No internet,No internet,Month-to-month,Yes,Credit card,30.34,8268.1,0
0002141,Female,0,No,Yes,0,Yes,No,Yes,Yes,No,No internet,No internet,Yes,Two year,Yes,Credit card,64.87,1206.72,1
0002142,Female,0,Yes,No,20,Yes,DSL,Yes,No internet,No internet,No,No internet,No,Two year,No,Mailed check,81.27,9114.9,1
0002143,Male,0,Yes,No,25,Yes,Fiber optic,Yes,No internet,Yes,No internet,Yes,No,Month-to-month,Yes,Mailed check,58.07,1220.34,1
0002144,Male,0,No,No,9,Yes,No,Yes,No internet,No internet,Yes,No,No,One year,Yes,Electronic check,31.45,6238.05,0
0002145,Female,0,Yes,Yes,8,Yes,Fiber optic,No internet,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,20.44,5539.45,1
0002146,Male,0,Yes,No,16,Yes,Fiber optic,No internet,No internet,No,Yes,No internet,No,Two year,Yes,Mailed check,21.19,9104.23,0
0002147,Male,0,No,No,5,Yes,DSL,No internet,Yes,Yes,Yes,No internet,Yes,Month-to-month,Yes,Mailed check,68.75,1509.4,1
0002148,Female,0,Yes,No,15,Yes,DSL,No internet,No internet,Yes,No internet,No internet,Yes,Month-to-month,No,Electronic check,59.93,7100.79,1
0002149,Male,1,Yes,No,36,Yes,No,No internet,Yes,No internet,Yes,No internet,Yes,Two year,Yes,Electronic check,117.89,9846.13,1
0002150,Male,0,No,No,46,Yes,No,No internet,No internet,Yes,No,Yes,Yes,Two year,Yes,Credit card,111.03,6084.43,0
0002151,Male,0,No,No,12,Yes,No,No internet,No internet,No,No internet,No internet,No internet,Month-to-month,Yes,Bank transfer,80.35,9528.18,1
0002152,Male,0,Yes,No,24,Yes,No,No internet,No internet,Yes,No,No internet,No,Month-to-month,Yes,Credit card,66.41,9720.18,1
0002153,Male,0,No,No,0,Yes,DSL,Yes,Yes,No,Yes,No internet,No internet,Two year,Yes,Electronic check,76.48,2796.39,1
0002154,Female,1,Yes,No,19,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,65.37,9681.29,1
0002155,Female,0,No,Yes,72,Yes,DSL,Yes,No,No internet,Yes,No,No internet,Month-to-month,No,Credit card,53.36,7511.79,0
0002156,Female,0,No,No,9,Yes,DSL,No internet,Yes,Yes,No internet,No internet,Yes,Two year,No,Credit card,80.26,9468.53,1
0002157,Male,0,Yes,No,22,Yes,DSL,No internet,No internet,No,No,No,No internet,Month-to-month,Yes,Credit card,112.9,2922.74,1
0002158,Female,0,Yes,Yes,35,Yes,DSL,No internet,Yes,No internet,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,83.89,4177.34,0
0002159,Male,0,Yes,No,23,Yes,No,No,No internet,No internet,Yes,Yes,No internet,Two year,Yes,Bank transfer,36.1,6638.83,0
0002160,Male,0,No,Yes,13,Yes,Fiber optic,No internet,No internet,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.54,8298.18,1
0002161,Male,0,No,Yes,4,Yes,Fiber optic,No internet,Yes,Yes,No internet,Yes,No internet,One year,Yes,Bank transfer,35.6,10809.41,1
0002162,Male,0,Yes,No,15,Yes,DSL,Yes,No,No internet,No internet,No,Yes,Two year,No,Electronic check,30.18,770.89,1
0002163,Female,1,Yes,No,8,Yes,No,Yes,Yes,No internet,Yes,No,No,Month-to-month,Yes,Bank transfer,51.62,5967.9,0
0002164,Female,1,Yes,No,29,Yes,Fiber optic,No internet,Yes,No,No,No internet,Yes,Month-to-month,Yes,Electronic check,38.32,6037.48,1
0002165,Male,0,Yes,No,14,Yes,No,No,No internet,No internet,Yes,Yes,No internet,Two year,Yes,Mailed check,113.4,9967.17,1
0002166,Female,0,Yes,Yes,47,Yes,No,No,Yes,No internet,No internet,Yes,No,Month-to-month,Yes,Mailed check,23.7,2610.43,0
0002167,Male,0,No,No,5,Yes,Fiber optic,Yes,No,No internet,Yes,No,Yes,Two year,No,Credit card,116.34,1768.89,0
0002168,Female,0,No,Yes,13,Yes,No,Yes,No internet,No internet,No,Yes,No internet,Month-to-month,Yes,Bank transfer,103.76,5317.15,0
0002169,Female,1,No,No,20,Yes,Fiber optic,No,Yes,No,No internet,No,No internet,Month-to-month,Yes,Mailed check,44.65,7992.02,1
0002170,Male,0,No,No,3,Yes,DSL,Yes,No,No internet,No,No,Yes,One year,Yes,Bank transfer,27.44,10691.92,1
0002171,Female,0,No,No,22,Yes,DSL,No internet,No internet,No,No,Yes,No,Two year,No,Bank transfer,75.83,6298.37,0
0002172,Male,0,No,No,8,Yes,No,No internet,No,No internet,Yes,No internet,No internet,Two year,Yes,Mailed check,43.12,7986.01,1
0002173,Female,0,No,No,6,Yes,DSL,No internet,No,No,No internet,No,No internet,Month-to-month,No,Mailed check,43.56,3076.77,1
0002174,Male,1,Yes,No,3,No,DSL,No internet,No internet,No,No internet,No,No internet,Month-to-month,No,Electronic check,76.54,7447.17,0
0002175,Male,1,Yes,Yes,10,Yes,DSL,Yes,Yes,Yes,No internet,Yes,No,Month-to-month,Yes,Bank transfer,64.68,2683.85,1
0002176,Female,0,Yes,No,66,Yes,Fiber optic,No internet,No,No,No,No,No,Month-to-month,No,Mailed check,69.71,5461.44,0
0002177,Female,0,No,Yes,0,Yes,DSL,No internet,No internet,No,No internet,No internet,No internet,One year,Yes,Mailed check,50.55,531.28,1
0002178,Male,1,No,No,47,Yes,No,No internet,Yes,No,No,Yes,No internet,Two year,No,Mailed check,51.07,3572.15,0
0002179,Female,1,Yes,No,12,Yes,Fiber optic,No internet,No,Yes,No internet,No,No,One year,Yes,Credit card,119.94,8603.99,1
0002180,Female,0,No,No,20,Yes,DSL,No,No internet,No,Yes,Yes,No,Month-to-month,No,Electronic check,58.11,764.8,0
0002181,Male,0,No,No,17,Yes,Fiber optic,No internet,No,Yes,No,No internet,Yes,Month-to-month,Yes,Electronic check,40.74,3517.38,1
0002182,Male,0,Yes,No,65,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,89.86,1894.27,0
0002183,Female,0,Yes,Yes,36,Yes,Fiber optic,No internet,Yes,No,Yes,No internet,Yes,One year,No,Mailed check,97.94,6909.62,0
0002184,Male,1,Yes,Yes,72,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,41.99,8186.65,0
0002185,Male,0,Yes,No,39,Yes,No,No internet,No internet,No,Yes,No internet,No internet,One year,Yes,Mailed check,29.15,1226.88,0
0002186,Male,1,No,No,8,Yes,DSL,Yes,Yes,No internet,No,Yes,No internet,One year,Yes,Bank transfer,47.99,5762.35,1
0002187,Female,0,No,No,72,Yes,DSL,Yes,Yes,No internet,No internet,Yes,Yes,Two year,No,Electronic check,71.58,7502.45,1
0002188,Female,0,No,No,72,Yes,No,No,No internet,No internet,No,No,No internet,Two year,No,Electronic check,56.84,10889.01,1
0002189,Male,0,No,Yes,3,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,33.77,2412.0,1
0002190,Female,0,No,No,57,No,Fiber optic,Yes,Yes,No internet,Yes,No,No,Month-to-month,No,Credit card,20.51,827.53,0
0002191,Male,0,No,Yes,27,Yes,Fiber optic,Yes,Yes,Yes,No internet,No internet,Yes,One year,Yes,Electronic check,69.58,2851.65,1
0002192,Female,0,No,Yes,63,Yes,DSL,No,No internet,No,Yes,No internet,No internet,Month-to-month,Yes,Credit card,106.8,6176.86,0
0002193,Male,0,No,Yes,61,Yes,Fiber optic,No,Yes,No internet,No,Yes,No,One year,Yes,Credit card,78.73,6972.03,1
0002194,Male,0,No,No,55,Yes,DSL,No,No,Yes,No,No,No internet,One year,Yes,Credit card,106.6,4177.77,0
0002195,Female,0,Yes,No,54,Yes,Fiber optic,No,No internet,Yes,No,No,No,One year,Yes,Credit card,96.15,4784.47,0
0002196,Male,0,No,Yes,3,Yes,Fiber optic,No,No,No,No,Yes,No internet,Two year,No,Bank transfer,53.0,6036.07,1
0002197,Female,0,Yes,No,3,Yes,Fiber optic,No,No internet,No,Yes,No,No,Two year,Yes,Credit card,60.14,1727.64,1
0002198,Female,0,No,No,3,Yes,DSL,No,No internet,Yes,No internet,Yes,No,One year,No,Electronic check,105.96,10581.45,1
0002199,Male,0,Yes,No,2,Yes,Fiber optic,No,No internet,Yes,No,Yes,No,Two year,No,Electronic check,89.95,7411.61,0
0002200,Male,0,Yes,No,10,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,75.06,5743.0,1
0002201,Female,0,No,Yes,28,Yes,No,No internet,Yes,Yes,No,No,No internet,Month-to-month,No,Bank transfer,114.63,8057.72,0
0002202,Male,0,Yes,No,10,Yes,Fiber optic,No,Yes,No internet,No internet,Yes,Yes,Month-to-month,Yes,Credit card,22.76,1107.16,0
0002203,Male,0,Yes,Yes,31,Yes,No,No internet,Yes,No internet,Yes,No internet,No internet,Month-to-month,Yes,Electronic check,105.4,8657.14,0
0002204,Male,0,Yes,No,42,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card,50.5,2136.24,0
0002205,Male,1,No,No,27,Yes,Fiber optic,No,No internet,Yes,No internet,No,Yes,Month-to-month,No,Mailed check,84.21,899.34,1
0002206,Male,0,No,Yes,15,Yes,No,No,No internet,No,Yes,Yes,No,One year,No,Mailed check,111.33,9733.52,1
0002207,Female,0,No,No,8,No,DSL,No internet,No,No internet,Yes,Yes,Yes,Two year,No,Mailed check,54.11,7733.87,0
0002208,Female,0,No,Yes,3,Yes,DSL,No internet,Yes,No internet,No,No internet,No internet,Month-to-month,No,Credit card,68.5,440.76,1
0002209,Male,0,Yes,No,17,Yes,Fiber optic,No,No internet,No internet,Yes,No internet,No internet,Two year,No,Credit card,50.91,10248.64,0
0002210,Male,0,Yes,Yes,31,Yes,Fiber optic,No,Yes,No internet,Yes,No,No internet,Month-to-month,Yes,Bank transfer,89.83,10978.37,0
0002211,Male,0,Yes,No,19,Yes,DSL,No internet,Yes,No internet,No,Yes,No,Two year,Yes,Bank transfer,31.3,6811.47,0
0002212,Female,0,No,No,31,Yes,Fiber optic,No,No,No internet,No,Yes,Yes,Two year,Yes,Electronic check,94.81,1627.79,1
0002213,Male,0,No,Yes,10,Yes,DSL,No,No internet,No,Yes,No internet,Yes,One year,Yes,Electronic check,97.63,5687.54,0
0002214,Female,0,Yes,No,1,Yes,DSL,No internet,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,24.73,7458.04,1
0002215,Female,0,Yes,No,36,Yes,Fiber optic,No internet,No,No internet,No,No,Yes,Month-to-month,Yes,Bank transfer,58.77,2052.29,1
0002216,Female,0,Yes,No,6,Yes,No,No internet,No,No,Yes,No internet,Yes,Two year,Yes,Electronic check,89.07,4272.84,1
0002217,Male,0,No,No,23,Yes,Fiber optic,No,Yes,No,No,No internet,Yes,Month-to-month,Yes,Credit card,27.62,1215.74,1
0002218,Female,0,Yes,No,40,Yes,Fiber optic,No internet,Yes,Yes,No internet,No,No internet,Month-to-month,No,Credit card,98.93,6395.86,1
0002219,Male,0,Yes,No,3,Yes,No,No,No,Yes,Yes,Yes,No internet,Month-to-month,No,Mailed check,83.53,3791.31,1
0002220,Female,0,Yes,Yes,22,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Credit card,65.24,3892.66,1
0002221,Male,0,No,No,29,Yes,No,Yes,Yes,Yes,No internet,No internet,Yes,Month-to-month,Yes,Electronic check,27.68,5069.99,1
0002222,Female,0,No,Yes,34,Yes,DSL,No,Yes,Yes,No,No internet,Yes,One year,No,Mailed check,25.28,2797.22,1
0002223,Male,0,Yes,No,3,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,43.01,6792.93,0
0002224,Female,0,No,No,43,Yes,DSL,No internet,No internet,Yes,No,No internet,No internet,One year,No,Electronic check,98.61,7394.63,0
0002225,Male,0,No,No,2,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.78,2776.82,1
0002226,Male,0,No,No,18,Yes,DSL,No,No,No internet,No,No internet,No internet,Two year,Yes,Electronic check,43.27,8480.25,0
0002227,Male,0,Yes,Yes,14,Yes,No,No internet,No internet,No internet,No,No,Yes,One year,Yes,Credit card,49.05,608.44,0
0002228,Male,0,No,Yes,6,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,35.36,7615.85,1
0002229,Female,1,No,Yes,8,Yes,Fiber optic,Yes,No,No internet,Yes,No internet,No internet,One year,No,Electronic check,87.96,4793.36,1
0002230,Female,0,Yes,No,4,Yes,DSL,No,Yes,No,No,No,No internet,Month-to-month,No,Credit card,20.83,6846.87,1
0002231,Male,0,No,No,13,Yes,Fiber optic,No internet,No internet,No internet,No internet,No,No,One year,Yes,Electronic check,112.95,4390.05,1
0002232,Female,1,Yes,No,0,Yes,DSL,No,No,No internet,Yes,Yes,No,Month-to-month,Yes,Mailed check,46.05,4167.84,0
0002233,Male,0,Yes,No,54,Yes,DSL,No,Yes,No internet,No internet,No internet,No internet,Two year,No,Bank transfer,96.58,1598.11,1
0002234,Male,0,Yes,No,4,Yes,Fiber optic,No,Yes,No internet,No internet,Yes,No internet,One year,Yes,Bank transfer,116.39,7846.77,1
0002235,Female,0,Yes,No,54,No,DSL,Yes,Yes,No,Yes,No,No internet,Month-to-month,Yes,Electronic check,32.98,3315.21,1
0002236,Male,0,Yes,Yes,49,Yes,Fiber optic,No internet,Yes,No internet,No internet,No,Yes,Month-to-month,Yes,Credit card,30.68,4744.99,0
0002237,Male,0,Yes,Yes,15,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet,Two year,No,Mailed check,46.14,8345.02,0
0002238,Female,0,No,No,17,Yes,No,Yes,Yes,No,No internet,No internet,No,Month-to-month,No,Credit card,78.14,2545.03,0
0002239,Male,0,No,No,8,Yes,Fiber optic,No internet,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,18.14,4969.37,1
0002240,Male,0,Yes,No,72,Yes,DSL,No internet,No,No,Yes,No,No internet,Month-to-month,Yes,Credit card,79.8,3524.75,0
0002241,Male,1,No,No,27,Yes,DSL,Yes,No internet,No internet,No,No,Yes,Month-to-month,No,Credit card,76.84,7873.6,0
0002242,Male,1,No,No,72,Yes,DSL,Yes,Yes,No,Yes,No internet,Yes,Month-to-month,No,Bank transfer,22.68,10588.98,0
0002243,Female,0,Yes,No,13,No,Fiber optic,No,No internet,Yes,No internet,Yes,Yes,Month-to-month,No,Bank transfer,71.35,10457.05,1
0002244,Female,0,Yes,Yes,53,Yes,No,No internet,No,Yes,Yes,Yes,No,One year,Yes,Credit card,103.11,5477.56,1
0002245,Female,0,No,Yes,14,Yes,No,Yes,No internet,No,No,No internet,Yes,Two year,Yes,Credit card,48.54,1875.66,0
0002246,Male,1,No,Yes,50,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,101.45,10627.87,1
0002247,Male,0,Yes,Yes,3,Yes,Fiber optic,Yes,No,Yes,No internet,No,No,Month-to-month,Yes,Electronic check,63.12,9804.84,1
0002248,Female,0,Yes,No,25,Yes,No,Yes,No internet,No,No internet,No internet,No,Month-to-month,Yes,Mailed check,103.89,1760.31,1
0002249,Male,0,No,No,28,Yes,No,No internet,No,No internet,No,No,No,Month-to-month,No,Mailed check,66.04,3021.21,0
0002250,Male,0,No,No,26,Yes,DSL,Yes,No,No internet,No,Yes,Yes,Month-to-month,Yes,Credit card,109.88,1238.66,1
0002251,Male,0,Yes,No,14,Yes,Fiber optic,No internet,No internet,No internet,Yes,Yes,No internet,Month-to-month,Yes,Mailed check,111.21,10517.21,1
0002252,Male,0,No,Yes,28,Yes,Fiber optic,Yes,No internet,Yes,No,No,No internet,Two year,No,Mailed check,18.66,797.24,0
0002253,Female,0,Yes,No,6,Yes,Fiber optic,No,Yes,Yes,Yes,No internet,No internet,Two year,No,Mailed check,57.35,4349.01,0
0002254,Female,0,Yes,No,22,Yes,Fiber optic,No internet,No internet,No internet,No,No internet,No internet,One year,No,Mailed check,108.51,9220.93,1
0002255,Female,0,Yes,No,20,Yes,Fiber optic,No internet,No,No,No internet,No,No internet,Month-to-month,No,Credit card,19.42,5983.0,1
