SeniorCitizen,tenure,MonthlyCharges,TotalCharges,cluster
1,0,101.35,3092.87,0
0,12,73.74,10361.7,1
0,19,28.27,5727.47,1
0,5,64.61,1949.16,2
0,13,92.69,1274.03,2
0,23,28.64,1607.02,2
0,31,67.98,7740.31,1
0,1,69.49,1736.3,2
0,27,112.97,10332.29,1
1,1,97.27,3465.4,0
0,0,42.93,724.19,2
0,4,100.39,1793.51,2
0,26,61.73,3751.83,2
0,1,68.86,1368.27,2
0,0,55.75,9324.68,1
0,3,27.26,10536.4,1
0,72,118.99,8335.95,1
0,59,26.83,6781.93,1
0,2,26.51,8793.37,1
0,9,30.2,1715.4,2
0,72,46.24,4162.21,2
1,2,73.6,2357.89,0
0,2,96.99,5113.5,2
0,2,95.9,1948.76,2
0,72,69.2,8982.73,1
0,33,104.27,8810.97,1
0,6,20.15,4061.75,2
0,1,22.1,7959.28,1
0,72,83.87,4690.49,2
0,13,65.42,3147.66,2
0,22,69.48,3045.19,2
0,8,40.25,5403.13,2
0,35,103.4,154.57,2
0,5,69.32,7824.46,1
0,38,39.5,4296.36,2
0,6,32.12,1553.74,2
0,2,119.53,6990.02,1
0,16,92.2,8298.48,1
0,41,72.33,1308.35,2
0,12,75.78,1152.94,2
0,0,29.25,4282.96,2
0,20,91.59,7147.62,1
1,28,111.76,6397.77,0
0,33,109.51,10725.32,1
0,12,98.36,4837.3,2
0,2,84.58,3854.87,2
0,21,45.26,8361.83,1
0,9,53.16,10521.03,1
1,72,102.84,9820.01,0
0,17,91.1,4543.66,2
0,15,119.02,6954.34,1
0,9,26.69,1589.54,2
0,10,53.48,7863.87,1
0,17,107.73,3867.84,2
0,9,20.64,2463.38,2
0,55,52.27,1505.77,2
0,14,117.37,2852.65,2
0,8,73.76,5625.17,1
0,4,49.44,9852.7,1
0,27,112.87,2885.01,2
0,0,53.4,635.7,2
0,14,31.61,8583.69,1
0,19,77.08,8593.91,1
0,10,90.86,756.08,2
0,34,26.09,2026.52,2
0,28,81.45,1777.05,2
0,72,55.93,5087.28,2
0,17,30.71,2758.25,2
0,19,82.85,8227.01,1
0,7,45.45,6802.28,1
0,12,35.31,7462.81,1
0,0,27.56,4171.75,2
0,29,58.94,5499.29,2
0,9,81.31,7474.8,1
0,19,117.5,5810.73,1
0,7,52.48,848.8,2
0,24,80.47,3997.95,2
0,14,29.99,10683.59,1
0,16,113.48,5525.21,1
0,71,93.55,4527.32,2
0,30,90.58,9785.52,1
0,7,73.86,7307.76,1
0,17,75.47,4702.24,2
0,15,63.57,6551.07,1
0,39,22.66,3717.71,2
0,44,25.19,8841.45,1
0,8,37.57,7889.68,1
0,43,37.19,2406.94,2
0,4,23.83,3397.18,2
0,35,68.66,50.85,2
0,7,69.91,8705.34,1
1,8,79.14,1011.05,0
0,47,98.3,6303.44,1
0,13,113.48,9313.04,1
0,72,114.7,10627.99,1
0,4,109.77,3523.19,2
0,15,93.64,2036.2,2
0,32,86.38,10858.73,1
0,0,29.99,2065.14,2
0,4,84.95,1670.3,2
1,0,34.0,10174.52,0
0,72,94.05,10298.96,1
0,35,34.53,5281.56,2
0,11,87.51,7050.48,1
0,4,25.37,4607.97,2
0,2,49.97,10200.66,1
0,18,56.17,9191.74,1
0,72,49.99,5664.26,1
0,28,49.7,4918.61,2
0,11,72.31,7563.09,1
0,17,102.01,7317.44,1
1,72,107.08,913.19,0
0,18,25.49,3082.73,2
0,72,37.62,4835.39,2
0,0,49.55,6177.72,1
0,31,87.74,2122.48,2
1,24,59.05,3532.77,0
0,28,66.63,5556.93,1
0,21,98.01,9911.69,1
0,1,83.47,4281.3,2
1,4,77.92,3254.15,0
0,63,77.16,9384.86,1
0,6,38.34,2564.06,2
0,72,29.29,6655.02,1
0,28,51.32,4561.99,2
0,14,96.38,9978.44,1
1,63,105.03,7560.19,0
0,39,99.34,9766.04,1
0,14,34.1,7270.96,1
0,1,111.73,6191.24,1
0,50,57.53,4596.59,2
0,36,103.44,6743.69,1
1,39,81.87,8662.21,0
0,34,98.93,4755.51,2
0,8,21.09,7030.91,1
0,48,62.34,4888.85,2
0,0,79.85,1076.74,2
0,6,55.72,6186.3,1
0,1,98.52,733.76,2
0,2,91.81,6576.64,1
0,19,57.76,9235.11,1
0,0,62.77,1729.07,2
0,5,68.12,6566.91,1
0,6,73.6,666.81,2
1,26,48.43,2997.35,0
0,15,41.37,1401.9,2
0,15,29.5,292.88,2
0,36,32.31,9303.2,1
0,15,65.7,4521.21,2
0,10,85.77,1681.83,2
0,72,85.92,6995.05,1
0,0,64.56,9916.44,1
0,9,81.12,5526.95,1
0,23,115.82,9125.85,1
0,38,118.19,9272.41,1
1,42,104.17,8258.9,0
0,1,111.27,3039.9,2
0,30,31.87,5156.33,2
0,31,46.43,1616.68,2
0,6,115.31,10125.0,1
0,2,31.29,7249.02,1
0,34,107.21,81.78,2
1,7,62.8,8801.93,0
1,0,117.45,179.8,0
0,6,91.09,6742.92,1
0,0,52.38,4851.32,2
1,7,30.04,2308.94,0
0,10,42.37,8301.48,1
1,7,89.83,10984.83,0
0,63,50.75,7740.01,1
0,6,114.81,8887.5,1
0,15,72.55,10042.65,1
0,72,71.52,4866.17,2
0,52,100.33,7029.48,1
0,9,99.32,5859.73,1
0,9,88.08,3493.11,2
0,22,115.11,726.05,2
0,62,77.14,9438.01,1
0,0,109.85,1141.58,2
0,12,65.98,6197.3,1
0,47,95.72,365.89,2
0,13,41.88,5901.99,1
1,31,104.75,644.04,0
1,29,53.98,7792.47,0
0,5,92.05,6534.6,1
0,14,50.88,7908.02,1
0,20,115.23,6235.15,1
1,31,37.45,8203.96,0
0,43,71.76,4044.02,2
0,35,58.25,3616.98,2
0,0,72.55,5445.22,1
0,27,41.53,5560.7,1
0,17,69.38,3742.64,2
0,21,31.45,5461.76,2
1,11,41.57,2348.67,0
1,31,86.54,7172.49,0
0,28,65.82,10689.93,1
0,21,68.68,6660.44,1
0,49,113.03,5234.27,2
0,2,39.93,9956.21,1
0,8,74.28,7253.67,1
0,17,72.22,3282.72,2
0,72,63.41,6833.88,1
0,1,102.66,8208.44,1
0,10,75.82,8485.5,1
0,65,101.68,106.85,2
0,57,105.72,8421.26,1
1,50,25.27,8795.62,0
1,9,113.66,1941.97,0
1,46,95.84,9363.87,0
0,17,67.4,7840.01,1
0,24,101.63,6823.21,1
0,6,41.45,8465.89,1
1,30,101.58,2798.63,0
0,9,74.74,1713.74,2
0,10,63.31,778.57,2
0,25,76.23,4768.79,2
0,6,91.09,5579.77,1
0,6,46.29,1157.34,2
0,11,27.94,4399.71,2
0,37,110.49,2885.89,2
0,6,114.95,9733.7,1
1,38,81.72,6306.53,0
0,29,70.09,1937.83,2
0,28,23.5,5347.04,2
0,16,60.4,474.28,2
1,34,52.71,4950.15,0
0,0,57.11,9918.56,1
1,9,91.37,5725.53,0
0,28,54.85,2393.25,2
1,72,98.69,10088.92,0
1,0,119.06,10346.24,0
0,17,73.72,3042.07,2
0,64,46.31,1927.59,2
0,49,115.7,1014.38,2
0,0,92.64,8493.68,1
0,18,40.93,7870.3,1
0,0,119.43,8446.93,1
0,38,19.05,1799.0,2
0,9,76.75,10716.0,1
0,36,87.82,2125.38,2
0,72,36.61,436.39,2
0,72,23.23,4337.78,2
0,56,18.75,6109.14,1
0,5,112.46,4589.3,2
0,5,77.44,5348.88,2
1,24,35.45,6180.71,0
0,19,80.8,2335.69,2
0,0,18.26,9270.21,1
0,12,56.12,2944.47,2
0,59,96.33,10980.08,1
1,57,28.17,10724.78,0
1,5,79.58,3443.05,0
0,12,50.2,5832.69,1
0,20,28.05,10203.1,1
0,47,102.11,6134.81,1
0,18,73.92,8612.37,1
1,72,98.7,5140.21,0
0,40,116.79,5185.22,2
0,72,36.72,4098.1,2
0,32,31.97,5349.03,2
1,52,118.05,646.39,0
0,44,41.8,10651.4,1
0,7,61.55,9349.45,1
0,6,103.31,9353.71,1
0,49,41.5,7474.32,1
0,2,90.57,2138.86,2
1,13,98.26,2367.39,0
0,42,68.63,985.01,2
0,41,67.72,8601.4,1
0,3,41.33,9866.27,1
0,16,81.85,6784.82,1
0,16,38.49,9351.56,1
0,9,44.79,9966.33,1
0,62,78.83,1631.22,2
1,26,46.31,4261.59,0
0,72,65.31,1543.43,2
0,1,114.94,4374.12,2
0,12,78.66,5171.39,2
0,45,94.59,7816.32,1
0,13,89.7,7375.48,1
0,7,115.18,10878.32,1
0,72,28.9,2502.74,2
0,51,36.74,1720.4,2
0,19,87.95,8010.09,1
0,20,104.33,7737.91,1
1,0,94.14,1504.5,0
0,72,33.06,8999.02,1
0,41,87.34,3786.11,2
0,0,82.07,5193.01,2
0,4,72.77,7561.52,1
0,43,75.54,6688.55,1
0,2,79.93,7349.3,1
0,71,36.46,1279.19,2
0,72,51.91,3182.85,2
0,54,80.46,8938.85,1
0,33,26.1,10232.82,1
1,16,90.43,4560.8,0
0,2,94.04,10585.09,1
0,32,32.67,10247.54,1
0,12,46.98,9363.2,1
0,21,41.57,8260.09,1
0,8,39.41,5847.97,1
0,6,55.4,2356.12,2
0,9,94.97,2812.14,2
0,42,59.49,1789.88,2
0,13,72.55,9335.07,1
0,9,30.51,90.13,2
1,14,80.67,2950.15,0
0,0,119.91,6667.04,1
1,55,92.37,10844.94,0
0,20,67.46,3291.68,2
0,2,66.08,2332.08,2
1,8,112.1,847.88,0
0,72,59.6,3139.01,2
1,22,92.09,9098.25,0
0,8,80.22,1458.88,2
0,13,81.93,1650.11,2
1,7,26.54,1587.7,0
0,0,85.91,1297.55,2
1,46,83.49,4993.96,0
1,8,93.65,9106.67,0
0,45,87.1,5066.23,2
0,16,107.74,5993.03,1
0,5,119.74,6298.87,1
0,40,37.48,4251.48,2
0,11,108.62,3743.69,2
0,30,47.8,6967.67,1
0,45,44.72,3865.24,2
0,72,40.9,1304.59,2
1,2,73.71,9492.67,0
0,0,71.75,6460.49,1
0,19,104.75,9118.01,1
0,7,62.78,5260.14,2
0,15,97.92,7085.3,1
0,1,117.38,10115.96,1
0,17,37.82,8241.99,1
1,3,26.53,3871.62,0
0,45,53.68,3625.57,2
0,35,115.74,3011.37,2
1,1,97.85,5245.72,0
1,45,64.33,10122.74,0
0,9,27.49,214.11,2
0,10,48.22,8371.95,1
0,4,108.46,3889.77,2
0,45,33.71,8915.02,1
0,12,84.74,4783.78,2
0,1,80.53,7948.4,1
1,72,49.68,9219.8,0
0,7,78.23,5184.06,2
0,68,93.2,8059.7,1
0,8,24.02,770.88,2
0,44,99.31,3291.08,2
0,27,64.95,3559.58,2
0,49,40.65,5241.84,2
0,72,73.01,7122.47,1
0,51,24.02,5182.11,2
0,12,103.85,9277.91,1
0,42,119.2,2854.93,2
0,31,87.12,1500.83,2
0,1,50.45,4091.76,2
0,66,109.06,2682.36,2
1,15,49.81,6536.42,0
0,3,54.87,6281.83,1
0,13,112.07,8110.34,1
1,23,81.3,8650.84,0
1,21,56.78,1578.18,0
0,21,63.09,3802.55,2
0,7,87.37,884.06,2
0,25,84.59,7483.36,1
0,59,55.09,8819.58,1
0,12,30.18,10577.07,1
0,24,60.94,10527.96,1
0,6,86.34,6957.27,1
0,1,45.12,8137.87,1
0,22,108.2,2311.57,2
0,1,52.61,6421.14,1
0,32,38.88,3652.53,2
0,27,60.86,1217.23,2
0,11,42.24,5406.26,2
0,13,64.38,4643.48,2
0,62,27.05,779.68,2
1,0,62.62,10499.25,0
0,20,93.33,10521.69,1
0,64,46.8,6155.14,1
1,61,118.39,10389.36,0
0,21,36.84,2855.08,2
0,12,53.02,8710.8,1
1,2,68.18,10441.77,0
0,4,104.03,4360.29,2
0,28,62.35,3341.36,2
0,0,93.04,7646.43,1
0,53,19.53,5221.99,2
0,22,20.61,4176.33,2
0,1,21.87,8560.19,1
0,6,20.36,2647.2,2
0,22,38.86,7576.16,1
0,0,78.78,4275.96,2
0,37,98.62,2889.26,2
0,63,75.9,10242.8,1
0,72,26.29,2741.99,2
0,33,89.77,4267.44,2
0,48,74.4,6839.59,1
0,23,50.25,690.76,2
0,15,36.03,1141.54,2
1,31,26.26,6925.77,0
0,6,68.46,6511.29,1
0,2,103.8,6637.27,1
0,35,28.27,6533.17,1
1,72,28.82,9184.44,0
0,21,46.0,3647.79,2
0,16,56.76,1947.99,2
0,19,119.28,9873.75,1
0,16,73.01,6163.06,1
0,14,102.46,8682.86,1
0,72,41.0,2127.61,2
1,16,110.82,5111.41,0
0,2,93.87,1318.18,2
0,36,52.1,1106.12,2
1,12,94.95,5007.17,0
0,31,108.42,6554.02,1
0,21,54.67,10204.59,1
0,31,102.82,556.15,2
0,1,63.41,4111.61,2
0,0,94.03,8141.26,1
0,11,48.03,3357.63,2
0,29,88.46,8287.14,1
0,6,107.36,10455.7,1
0,14,66.92,6482.14,1
0,72,97.41,2772.31,2
0,6,74.8,6554.6,1
0,47,104.61,3350.37,2
0,43,42.19,1879.82,2
0,55,20.39,8723.21,1
1,61,86.36,7298.71,0
0,17,97.26,9353.12,1
0,28,26.01,9594.89,1
0,24,85.18,3936.0,2
0,9,39.46,1255.52,2
0,8,118.96,5196.97,2
0,10,97.85,3912.75,2
0,6,33.77,6973.62,1
0,35,66.45,9275.9,1
1,72,98.34,6734.62,0
0,50,71.22,138.32,2
0,6,117.83,6645.61,1
0,1,62.13,1437.54,2
0,35,108.46,3497.2,2
0,12,27.42,2658.42,2
0,43,74.0,5541.15,1
0,37,119.52,8664.15,1
0,24,87.22,439.02,2
0,7,33.69,653.89,2
0,2,85.38,10550.87,1
0,7,61.39,4845.3,2
0,17,89.82,8147.61,1
1,72,53.85,9638.38,0
0,1,68.43,4211.5,2
0,5,40.15,6038.93,1
0,24,34.42,9523.99,1
0,9,48.45,6602.76,1
1,48,97.13,2088.61,0
0,3,98.93,6595.15,1
0,72,73.44,10629.26,1
0,60,37.05,10849.79,1
0,54,100.53,9995.87,1
0,4,106.43,7946.84,1
0,9,28.44,9703.97,1
0,40,60.25,4524.36,2
0,41,74.2,3772.31,2
0,30,100.2,10944.66,1
1,14,82.48,9706.06,0
0,9,60.03,1278.15,2
0,72,65.29,8914.91,1
0,3,61.76,153.17,2
0,1,30.94,4702.49,2
0,0,98.18,944.92,2
0,37,24.54,4064.91,2
0,1,87.98,8915.82,1
1,19,33.61,1667.67,0
0,11,60.76,3882.03,2
0,3,30.36,2823.62,2
0,33,78.31,1447.67,2
0,1,109.93,10661.44,1
0,9,80.1,4787.18,2
0,20,58.09,259.44,2
0,12,113.67,7459.36,1
1,7,48.24,5783.17,0
0,65,44.11,9021.51,1
0,66,90.96,4012.96,2
0,13,115.6,10016.6,1
0,12,97.4,326.16,2
0,9,57.36,5776.53,1
0,48,46.08,5386.7,2
0,20,65.28,149.6,2
0,2,93.56,715.36,2
0,47,46.61,3179.95,2
0,19,103.61,6330.87,1
0,13,82.91,2287.71,2
0,10,67.27,2040.01,2
0,2,27.21,1511.44,2
0,72,60.89,10208.49,1
0,33,42.44,6220.52,1
0,3,69.93,2724.36,2
0,17,84.7,10683.94,1
0,20,50.45,4503.82,2
0,4,100.91,1251.54,2
0,13,106.46,5631.29,1
0,25,42.07,4796.57,2
0,8,20.84,6801.26,1
0,10,35.49,7696.07,1
0,3,64.27,3819.06,2
0,13,86.6,1899.61,2
0,21,78.86,4560.91,2
0,3,77.44,5563.73,1
1,23,41.58,5140.16,0
0,12,34.37,391.67,2
0,28,21.64,8740.94,1
0,9,61.95,3787.98,2
0,21,48.73,3236.3,2
0,23,73.93,2363.39,2
0,29,79.43,6419.99,1
0,35,47.38,6488.12,1
0,3,74.42,4750.95,2
0,72,80.08,7405.91,1
0,46,107.76,439.21,2
0,20,32.93,8831.07,1
0,55,57.17,2833.21,2
0,12,50.42,5165.82,2
1,0,43.99,8200.42,0
1,32,61.39,1931.76,0
0,71,114.14,9932.6,1
0,4,104.0,1510.39,2
1,25,71.28,8944.41,0
0,41,58.72,4397.66,2
0,58,62.05,1822.37,2
1,8,43.77,9567.51,0
0,3,85.09,8061.06,1
0,7,44.94,2541.21,2
0,21,29.35,7324.15,1
0,62,50.74,1732.31,2
1,21,67.68,10731.22,0
0,63,92.29,6043.21,1
0,36,67.71,1671.37,2
0,22,21.55,745.98,2
0,0,89.85,6929.3,1
0,10,96.96,7098.1,1
0,1,28.52,10768.61,1
1,9,91.56,5474.08,0
0,1,84.99,3743.94,2
0,4,57.81,7816.99,1
0,13,99.23,8829.26,1
0,18,90.48,7557.45,1
0,6,76.06,8181.63,1
0,32,95.79,7621.55,1
0,22,62.47,1928.09,2
0,29,80.1,8920.49,1
0,32,22.17,6889.76,1
0,32,64.02,4318.93,2
0,68,79.72,7300.86,1
0,6,18.4,9317.22,1
0,7,58.49,9487.5,1
0,2,72.49,3685.24,2
1,22,55.79,1316.4,0
0,12,54.96,2471.46,2
0,17,105.56,6684.03,1
0,4,116.37,5691.36,1
0,26,27.85,5447.15,2
0,24,110.89,3350.59,2
0,7,56.63,850.93,2
0,15,42.26,3324.83,2
0,56,33.26,7617.05,1
0,37,94.25,6849.44,1
0,6,91.8,3057.34,2
0,52,27.66,8495.68,1
0,1,115.87,10549.86,1
0,13,25.39,2793.1,2
0,2,68.69,8657.68,1
0,64,83.82,8655.09,1
0,1,108.6,5888.12,1
1,4,45.5,130.1,0
0,61,45.29,3251.0,2
0,21,97.69,449.49,2
0,39,59.92,4506.92,2
0,0,38.98,6267.69,1
0,13,20.18,4825.87,2
0,72,94.07,7639.79,1
0,21,19.53,2601.6,2
0,47,83.03,876.86,2
0,72,61.74,1874.89,2
0,28,82.72,2955.33,2
0,9,95.53,2691.33,2
0,9,84.06,5657.27,1
0,1,65.5,9881.16,1
0,13,110.56,3934.81,2
0,61,18.37,946.49,2
0,16,22.87,9023.33,1
0,60,67.62,197.5,2
0,42,43.22,5680.51,1
1,72,61.9,8903.4,0
0,72,47.29,6239.53,1
0,30,41.59,10233.19,1
0,51,112.15,349.22,2
0,34,40.1,10361.01,1
1,30,27.33,8251.85,0
0,31,41.02,3616.56,2
0,31,61.58,6911.72,1
0,11,40.78,6190.58,1
0,13,27.97,10016.94,1
1,8,45.4,4552.62,0
0,4,110.46,1112.31,2
1,15,94.78,774.26,0
0,57,41.8,4561.96,2
0,26,79.93,10842.84,1
0,1,105.32,6815.45,1
0,41,117.04,8165.06,1
0,68,25.58,10588.27,1
0,44,38.79,7301.12,1
0,32,114.23,6629.43,1
0,4,108.25,2089.1,2
0,10,48.51,3199.44,2
0,20,38.17,9681.6,1
0,1,101.17,5595.04,1
0,2,28.73,9502.81,1
0,68,81.22,193.56,2
0,30,110.58,5575.94,1
1,8,36.37,3481.85,0
0,9,30.77,3099.77,2
0,12,83.62,9473.56,1
0,1,80.65,9223.59,1
0,33,24.86,9858.25,1
1,4,54.85,4735.8,0
0,40,112.54,10578.18,1
0,46,41.44,3540.67,2
0,25,71.93,10880.99,1
0,36,53.96,8333.39,1
0,4,110.26,7204.7,1
0,21,71.11,9803.76,1
0,28,63.94,6955.07,1
1,27,108.94,4631.03,0
0,3,83.71,3987.37,2
0,10,54.43,1564.56,2
0,9,119.3,5297.86,2
0,21,111.41,8689.11,1
1,36,44.99,1531.97,0
0,21,21.46,10202.93,1
0,35,30.32,2439.05,2
0,2,33.77,10568.18,1
0,52,92.96,5035.03,2
1,19,56.36,1541.98,0
0,0,52.6,1251.01,2
0,25,75.0,7291.0,1
1,18,31.82,8923.15,0
1,6,46.14,649.48,0
0,36,67.46,10074.4,1
0,67,65.79,442.86,2
0,9,80.39,6004.26,1
0,17,49.61,5681.44,1
1,3,56.99,8864.61,0
0,66,24.46,6409.28,1
0,9,84.2,3719.25,2
0,5,68.93,6391.9,1
0,16,22.26,10464.55,1
0,1,69.48,1367.45,2
0,7,44.64,7230.73,1
0,1,32.96,1866.11,2
0,3,18.52,2266.02,2
0,2,118.11,10698.05,1
0,51,114.69,9089.2,1
0,66,102.14,10024.05,1
0,16,40.04,1688.33,2
0,24,106.62,4556.09,2
0,29,109.51,8441.49,1
0,12,26.33,7137.59,1
0,11,71.19,1678.38,2
0,28,28.9,4841.87,2
1,11,72.38,2684.88,0
0,21,104.12,3731.81,2
0,18,81.92,10044.91,1
1,18,24.42,2723.73,0
0,44,19.0,4148.51,2
0,30,27.62,5702.5,1
0,72,110.69,799.47,2
1,39,118.5,9778.54,0
0,3,67.31,5117.84,2
0,33,54.42,3975.14,2
0,27,53.12,5263.1,2
0,25,61.35,7430.5,1
0,16,58.32,6732.12,1
0,1,96.26,6359.28,1
0,72,71.88,3369.89,2
0,47,26.81,4794.17,2
0,16,26.96,7676.13,1
0,4,29.33,9612.9,1
1,43,57.7,1520.64,0
0,14,45.46,9236.83,1
0,12,55.76,8768.37,1
0,27,27.55,8172.07,1
0,35,110.5,5111.89,2
0,1,102.48,6209.34,1
0,36,75.06,5271.7,2
0,33,76.26,5633.12,1
0,22,69.42,6789.88,1
0,10,41.28,5433.53,2
1,4,84.74,6126.32,0
1,2,27.35,7287.41,0
0,0,77.62,3003.19,2
0,5,62.9,7872.64,1
0,13,23.9,10673.72,1
1,6,62.12,2172.81,0
0,9,78.32,10105.06,1
1,12,26.12,4674.05,0
0,9,48.44,10074.96,1
1,32,38.65,4624.52,0
0,16,20.43,7862.98,1
0,0,26.34,6144.04,1
0,6,37.29,8253.16,1
0,30,79.19,7721.98,1
0,8,114.21,10550.23,1
0,63,85.0,3193.72,2
0,31,118.01,10231.57,1
0,8,116.71,2790.51,2
0,18,71.1,8654.77,1
0,27,40.64,5396.85,2
0,5,111.13,811.65,2
0,7,72.61,399.44,2
1,17,33.49,5733.79,0
0,64,56.61,401.35,2
0,10,52.05,10411.32,1
0,12,54.74,1832.61,2
0,5,28.13,5345.94,2
0,22,65.07,4164.38,2
0,33,71.66,5779.49,1
0,14,107.4,2308.78,2
0,34,24.55,9532.45,1
0,9,100.7,160.46,2
1,30,82.09,6295.56,0
1,7,116.6,3833.38,0
0,37,102.49,2372.06,2
0,44,63.99,2365.56,2
0,39,97.49,2035.31,2
0,6,112.12,6637.07,1
0,29,68.59,9808.26,1
0,19,45.16,4387.42,2
1,72,59.27,1829.76,0
1,11,61.13,597.5,0
0,36,79.36,9011.82,1
0,11,61.48,2461.01,2
0,12,79.22,8092.46,1
0,2,21.38,5835.48,1
0,6,56.42,7011.96,1
0,4,86.16,6344.43,1
1,4,29.36,10472.3,0
0,0,39.92,1145.22,2
0,39,92.56,7247.84,1
0,15,85.43,1281.74,2
0,40,53.27,2151.83,2
0,23,119.22,7421.1,1
0,44,49.7,6815.73,1
0,17,43.21,5355.42,2
0,2,52.79,8511.07,1
0,23,94.59,7621.76,1
1,28,27.42,664.3,0
0,24,47.34,7205.86,1
0,40,80.01,4271.02,2
0,32,106.22,5194.11,2
0,14,62.5,5767.08,1
0,42,56.81,3700.4,2
1,29,53.78,4939.46,0
1,3,23.41,6181.25,0
0,19,113.7,668.3,2
0,32,22.51,6312.21,1
0,20,75.31,3841.72,2
0,72,98.94,6306.61,1
0,2,105.38,4908.56,2
0,32,36.83,2031.5,2
0,43,21.32,1218.19,2
0,30,96.38,9625.16,1
0,12,24.26,4360.32,2
1,12,62.58,6784.72,0
0,22,54.2,954.92,2
0,12,31.69,4533.95,2
0,53,72.18,7787.84,1
0,2,33.42,10659.79,1
0,25,85.76,6115.77,1
0,3,99.28,1946.06,2
1,19,41.59,159.07,0
0,31,93.49,3908.82,2
0,4,83.94,4478.82,2
0,30,45.52,5491.52,2
0,3,37.91,63.75,2
0,24,107.2,7965.24,1
1,17,38.55,7214.05,0
0,8,26.01,216.87,2
0,2,50.45,3682.94,2
0,33,110.26,4061.14,2
0,12,77.76,3137.67,2
1,2,91.26,3271.08,0
1,37,40.32,4780.11,0
0,6,68.37,7729.88,1
0,33,98.68,7440.1,1
0,20,55.72,4525.44,2
0,5,91.05,6839.3,1
1,1,77.49,786.88,0
0,22,52.2,8468.34,1
0,0,60.19,4867.8,2
0,1,93.1,1004.52,2
0,30,94.37,4123.08,2
0,19,108.93,7797.9,1
0,9,72.97,1373.59,2
0,19,63.27,8966.06,1
0,22,97.66,7796.17,1
0,20,57.37,932.8,2
0,25,78.51,10765.04,1
0,70,95.56,10380.12,1
0,12,112.35,1470.87,2
0,8,108.65,2247.71,2
1,0,85.39,3833.87,0
0,3,20.09,10886.88,1
0,2,93.33,7765.42,1
0,10,51.78,10061.46,1
0,23,103.02,3049.56,2
0,1,20.73,9572.7,1
0,32,29.55,1232.84,2
0,12,88.36,10950.43,1
0,72,45.12,1191.06,2
0,21,50.42,4810.29,2
0,36,58.83,9022.0,1
0,49,37.4,9364.36,1
0,54,105.67,9496.43,1
0,18,27.0,3168.02,2
0,12,35.35,7272.13,1
0,20,56.9,2328.21,2
1,12,56.33,5446.21,0
0,6,23.29,9331.14,1
0,9,52.52,4522.13,2
0,6,95.96,1227.1,2
0,7,108.83,281.47,2
0,2,30.64,9900.79,1
0,13,84.45,1374.3,2
0,6,112.51,9638.97,1
1,14,48.59,1050.28,0
0,39,107.41,2673.12,2
0,14,33.96,8016.99,1
0,72,105.82,1938.48,2
0,3,61.53,9720.14,1
0,47,102.19,2490.19,2
0,7,39.48,4061.94,2
0,67,25.03,9539.32,1
1,6,78.77,3785.48,0
0,34,45.17,6483.43,1
0,1,100.27,3576.82,2
1,24,102.13,5275.65,0
0,6,91.79,5185.77,2
0,27,68.77,5242.89,2
1,25,112.16,4048.53,0
0,64,77.72,7953.31,1
1,24,36.37,3785.54,0
0,13,77.36,1516.6,2
0,5,76.74,6578.87,1
1,26,83.29,3073.45,0
0,3,28.13,445.65,2
0,44,88.25,516.03,2
0,7,59.14,5378.05,2
1,18,80.27,10650.98,0
0,22,111.92,874.67,2
0,11,52.54,3657.9,2
0,27,74.28,451.14,2
0,7,96.58,6952.17,1
0,0,30.36,6371.53,1
0,72,54.13,3131.71,2
0,9,31.88,8362.96,1
0,31,103.65,339.87,2
0,17,96.74,1400.23,2
0,27,50.3,658.45,2
0,2,20.99,3732.07,2
1,18,59.78,5567.86,0
0,12,19.77,3201.53,2
0,15,47.8,3476.89,2
0,72,39.45,6320.64,1
0,3,41.81,2666.87,2
0,35,88.34,3066.29,2
0,10,90.29,9917.83,1
0,8,90.04,8007.72,1
1,7,101.66,5563.14,0
0,10,98.93,7748.7,1
0,11,81.97,4866.18,2
0,7,41.15,10036.57,1
1,27,54.07,1957.78,0
0,1,60.0,1897.15,2
0,10,90.11,672.62,2
0,8,72.71,1996.51,2
0,34,93.72,2440.62,2
0,3,34.21,9469.5,1
0,70,41.7,5603.39,2
1,4,23.84,2280.29,0
1,11,77.68,9371.47,0
0,5,116.45,854.99,2
1,8,73.43,3138.55,0
0,35,40.49,10325.29,1
0,16,80.87,10653.45,1
0,4,87.36,4086.57,2
0,1,76.94,8855.95,1
1,6,55.95,1731.73,0
0,72,102.63,9804.27,1
0,46,68.14,8721.5,1
0,14,118.89,7250.51,1
0,16,42.82,9218.17,1
0,57,40.77,6196.14,1
0,22,25.67,3669.61,2
0,53,58.69,7321.29,1
1,16,43.34,7311.75,0
0,5,102.99,6386.64,1
0,32,71.04,8664.19,1
1,18,24.13,606.56,0
0,27,54.46,7036.81,1
0,4,88.95,6353.26,1
0,26,67.56,2441.92,2
0,12,53.88,977.64,2
0,10,33.83,5179.55,2
0,27,85.89,2809.33,2
0,22,36.13,8502.04,1
0,26,106.77,5404.53,1
0,72,118.91,10579.05,1
0,30,74.37,10514.17,1
0,25,29.95,9696.97,1
0,23,87.93,6934.69,1
0,12,31.56,6592.62,1
0,45,109.99,2412.8,2
0,11,77.77,7897.19,1
1,30,99.64,10059.93,0
0,8,81.74,3462.3,2
0,3,71.65,9280.69,1
0,3,71.57,4524.93,2
1,25,93.42,10504.98,0
0,9,110.06,4395.7,2
