ts_start,duration_ms,user_id_hash,user_session_hash,language,tier,next_tier,app_section,app_event,choice_action,availability_result,loyalty_balance,purchase_eligibility,api_endpoint,offer_name,offer_value,partner_link,payment_source,action_result,amount_TND,amount_GO,status_result,status_code,technical_flag,internal_error_code,transaction_note,engagement_action,features,banners,client_agent,smartphone_type,source_file,product_name,offer_category,feature_scaled_0,feature_scaled_1,feature_scaled_2,engagement_score
2026-02-23 11:47:15.558,111,e8db0ede2120bca92ea0abb0afa63247,eo2t8fy620n8ttea,ar,Silver,Gold,bundles,getInternetBundles,More Info,,1481,eligible,/bundles/getInternetBundles,,,,,success,,,OK,200,1,,promo_applied,,,Referral_Bonus,OkHttp-library-4.12.0,Samsung Galaxy A54,SmartSeg_Synthetic_v1.csv,,,-0.006552855299247005,,1.6650014220014935,741.0
2026-02-23 15:09:52.625,35,f5c5b0b86f7cd5383fda00480a87473d,790pdw5py6b2knft,ar,Gold,Platinum,cvm,getOffers,Check In,partial,1567,not_eligible,/cvm/getOffers,Flexi_220Mo_B2C_CnC,220 Mo,,,success,21.86,220 Mo,OK,200,0,,flagged_fraud,,family_plan;priority_support,Referral_Bonus,OkHttp-library-4.12.0,iPhone 14,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,0.10312364730964639,-0.25520911611930364,-0.6004562591894422,529.62
2026-02-23 12:11:28.863,65,4ca02de3ce25a7806091867f551fcf39,oyg9zqyahulwjtiq,ar,Bronze,Silver,bundles,getBundles,,pending,1636,eligible,/bundles/getBundles,SPIN_WHEEL,Spin Wheel,,,success,,Spin Wheel,OK,200,0,,retry_attempt,,,,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,0.19111991103073528,,-0.6004562591894422,818.0
2026-02-23 14:05:06.028,93,7dc05d9121acde48eec4a9c3a2c65e0e,swq40zsu9rn8qtty,en,Silver,Gold,bundles,getAllPromos,Confirm,unavailable,1714,not_eligible,/bundles/getAllPromos,,,,,success,,,OK,200,0,,,,roaming,Back_to_School,OkHttp-library-4.9.1,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,,,0.2905939482806618,,-0.6004562591894422,857.0
2026-02-23 16:34:38.778,257,554cc01c59d7182c0d751672c7054e22,j11yedwb2bne6loh,ar,Gold,Platinum,info,details,Subscribe,,2790,eligible,/info/details,,,,,success,,,OK,200,0,,vip_fast_track,,early_access;roaming;priority_support,GameZone_Launch,OkHttp-library-4.12.0,Oppo A78,SmartSeg_Synthetic_v1.csv,,,1.6628255390617002,,-0.6004562591894422,1395.0
2026-02-23 12:19:22.249,73,6d1686ce396ac3459324673b86c64583,ppq0y9dom5igqpki,en,Silver,Gold,cvm,cvmBundles,Cancel,,924,eligible,/cvm/cvmBundles,CnC_6GO,6 GO,,,success,30.636,6 GO,OK,200,1,,manual_review,,esim;auto_renewal,Spring_Sale,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,CnC_6GO,cvm,-0.7168995059173123,0.35601587972695614,1.6650014220014935,318.545
2026-02-23 17:06:10.153,79,439fc17bdcb6a9a0414f69ef04923360,gomf9pml9ln1p0vu,fr,Gold,Platinum,cvm,getUpsellOffer,,,0,eligible,/cvm/getUpsellOffer,,,,,success,,,OK,200,1,,retry_attempt,,multi_sim;esim;cashback,,OkHttp-library-4.12.0,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,,,-1.895284254877981,,1.6650014220014935,0.5
2026-02-23 11:28:35.013,73,501a2499589c262a6d4770a18430077e,c856wpr97y2lofn1,fr,Gold,Platinum,account,getColors,Cancel,unavailable,2050,eligible,/account/getColors,,,,,success,,,OK,200,1,,discount_applied,,,Back_to_School,Volley/1.2.1,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,,,0.7190974933572686,,1.6650014220014935,1025.5
2026-02-23 17:49:26.594,47,6fda51be43371e14cd33f7b1bd6f0cb1,q2y9v86wzs3t60rj,fr,Silver,Gold,loyalty,getussdcodes,Claim Gift,,1558,not_eligible,/loyalty/getussdcodes,,,,,success,,,OK,200,0,,auto_approved,Spin Wheel,priority_support,Ooredoo_Anniversary,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,0.09164587378080871,,-0.6004562591894422,779.0
2026-02-23 15:39:23.641,109,49123409332ad2b0fb2b4112a8d851ad,cxlvpymb5m9j98cw,fr,Gold,Platinum,bundles,getAllPromos,Retry,pending,2183,not_eligible,/bundles/getAllPromos,Flexi_15GO,15 GO,,,success,19.5,15 GO,OK,200,0,,,,esim;loyalty_points,Ooredoo_Anniversary,axios/1.4.0,iPhone 14,SmartSeg_Synthetic_v1.csv,Flexi_15GO,bundles,0.8887134799500921,-0.4195768223860736,-0.6004562591894422,734.167
2026-02-23 16:00:32.833,142,5194f68b85e87c3a8b1cec4edc04235c,etiuymo0pqclpoxk,fr,Platinum,Platinum,cvm,getArpuUpsellOffer,Back,pending,386,pending,/cvm/getArpuUpsellOffer,,,,,success,,,OK,200,1,,escalated,,early_access,Ramadan_2026,Retrofit/2.9.0,iPhone 14,SmartSeg_Synthetic_v1.csv,,,-1.4030153013078315,,1.6650014220014935,193.5
2026-02-23 10:20:40.961,41,2c76ff4d8baa24087c588279a2467abf,vg9ku8s63e1ocjxz,fr,Bronze,Silver,bundles,getUpsellOffer,Subscribe,pending,1587,eligible,/bundles/getUpsellOffer,Flexi_220Mo_B2C_CnC,220 Mo,,,success,11.784,220 Mo,OK,200,0,,manual_review,,,Spring_Sale,Retrofit/2.9.0,Oppo A78,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,0.12862981070706345,-0.9569756450786147,-0.6004562591894422,532.928
2026-02-23 15:18:14.302,259,8ae5caa45791cf1cf475509a628f5e22,rdoqivbkv4ykadej,fr,Silver,Gold,bundles,getAllPromos,More Info,unavailable,-333,not_eligible,/bundles/getAllPromos,Flexi_220Mo_B2C_CnC,220 Mo,,,success,23.166,220 Mo,OK,200,0,,,,roaming,GameZone_Launch,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,-2.319961875444975,-0.16424969900726902,-0.6004562591894422,-103.278
2026-02-23 10:11:39.591,28,266f2050fa46c532b0642745b98c3caf,2qc6dr08cw2lbm2q,ar,Silver,Gold,markiNharek,onBundlePaymentInitiate,Confirm,available,2888,eligible,/markiNharek/onBundlePaymentInitiate,SPIN_WHEEL,Spin Wheel,,loyalty,SUCCESS,,Spin Wheel,OK,200,0,,auto_approved,Claim Gift,auto_renewal;family_plan;priority_support,Ramadan_2026,OkHttp-library-4.12.0,Oppo A78,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,1.7878057397090437,,-0.6004562591894422,1444.0
2026-02-23 17:20:18.705,213,062d51f83563ea0019b66ede637a4be1,hy4h350p3cyazbcg,fr,Bronze,Silver,bundles,getUpsellOffer,Buy Now,unavailable,767,eligible,/bundles/getUpsellOffer,SCRATCHY,Scratch & Win,,,success,,Scratch & Win,OK,200,0,,discount_applied,,cashback;auto_renewal,Summer_Data,Volley/1.2.1,iPhone 13,SmartSeg_Synthetic_v1.csv,SCRATCHY,gamification,-0.9171228885870363,,-0.6004562591894422,383.5
2026-02-23 14:59:58.501,267,184d8797ab79331423bc11431d6eaa69,dh8uzb7kr0aymk99,fr,Bronze,Silver,account,getProfileDetails,Confirm,,2634,eligible,/account/getProfileDetails,,,,,success,,,OK,200,0,,discount_applied,,priority_support;multi_sim,,Volley/1.2.1,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,,,1.4638774645618469,,-0.6004562591894422,1317.0
2026-02-23 13:58:14.921,128,e363a8ae7624600cf76b4769a12f7413,767j2dg1wjuiiymy,fr,Silver,Gold,bundles,getBundles,More Info,unavailable,1923,not_eligible,/bundles/getBundles,,,,,success,,,OK,200,0,,auto_approved,,loyalty_points,Winter_Promo,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,,,0.5571333557836702,,-0.6004562591894422,961.5
2026-02-23 11:34:22.537,329,691a48eac5f56a183e4ac0691a09380b,8xrg2gzr7txcb48y,ar,Silver,Gold,gamification,mfawlaGameStatus,Check In,partial,1827,eligible,/gamification/mfawlaGameStatus,,,,,success,,,OK,200,0,,retry_attempt,Watch Ad,loyalty_points;multi_sim;data_sharing,,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,,,0.43470377147606826,,-0.6004562591894422,913.5
2026-02-23 14:12:42.499,589,23d153b6cff152f65fc14c08de42149a,bo119xp9n56nyxtx,fr,Bronze,Silver,account,getProfileDetails,More Info,partial,1379,eligible,/account/getProfileDetails,,,,,success,,,OK,200,0,,flagged_fraud,,cashback;data_sharing,Ramadan_2026,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,-0.13663428862607405,,-0.6004562591894422,689.5
2026-02-23 15:35:01.675,122,b5ccce1afc22f2913663a5f028d97872,uqaaj84rx6pryiej,en,Bronze,Silver,colors,options,Back,,24,not_eligible,/colors/options,,,,,success,,,OK,200,0,,vip_fast_track,,,GameZone_Launch,OkHttp-library-4.9.1,Oppo A78,SmartSeg_Synthetic_v1.csv,,,-1.8646768588010805,,-0.6004562591894422,12.0
2026-02-23 16:43:12.369,189,ec175fd2fed246a8be24c8e8bb93e114,uelcqse3tv1es53s,fr,Bronze,Silver,info,getSubscriberInfoAll,More Info,partial,3082,not_eligible,/info/getSubscriberInfoAll,,,,,success,,,OK,200,0,,escalated,,loyalty_points;esim,,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,,,2.035215524663989,,-0.6004562591894422,1541.0
2026-02-23 15:29:46.101,67,04ffe0d2878da6ce75d752ff7deee4b2,81cmftdrluxm60an,ar,Bronze,Silver,bundles,getArpuUpsellOffer,Skip,,1501,eligible,/bundles/getArpuUpsellOffer,Facebook_Plus_Mobile_Pre,Unlimited FB,,,success,32.628,Unlimited FB,Created,201,0,,retry_attempt,,auto_renewal;multi_sim;priority_support,Summer_Data,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,Facebook_Plus_Mobile_Pre,cvm,0.018953308098170064,0.4947533673894163,-0.6004562591894422,511.209
2026-02-23 17:58:22.080,244,d4ad51d280e90d70b721cfc1e301b0bb,6tt9q1ni10kqsosx,ar,Gold,Platinum,cvm,getUpsellOffer,Buy Now,,1520,eligible,/cvm/getUpsellOffer,SCRATCHY,Scratch & Win,,,success,,Scratch & Win,OK,200,0,,,,data_sharing;priority_support;auto_renewal,Ooredoo_Anniversary,OkHttp-library-4.9.1,Nokia G60,SmartSeg_Synthetic_v1.csv,SCRATCHY,gamification,0.04318416332571628,,-0.6004562591894422,760.0
2026-02-23 17:23:54.570,57,8b584f2374bf74da886cf0302cf2c513,h0mx1egok01tnzrf,en,Bronze,Silver,gamification,mfawlawebview,Skip,available,2359,eligible,/gamification/mfawlawebview,,,https://ooredoo.partnerx.tn,,success,,,OK,200,1,,retry_attempt,Refer Friend,,Ramadan_2026,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,1.1131677178473622,,1.6650014220014935,1180.0
2026-02-23 15:06:52.648,22,88eb6dbf0f608a6fe91ffc0c207740d0,gnmby49e7eobjlzy,ar,Silver,Gold,bundles,getUpsellOffer,Subscribe,,722,pending,/bundles/getUpsellOffer,SCRATCHY,Scratch & Win,,,success,,Scratch & Win,OK,200,0,,discount_applied,,,Summer_Data,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,SCRATCHY,gamification,-0.9745117562312248,,-0.6004562591894422,361.0
2026-02-23 10:04:29.075,28,55bfb3d7cb3d3d95a70f8d0477e135c9,8j0nmeoq4yrp5ge0,en,Gold,Platinum,cvm,getArpuUpsellOffer,Claim Gift,,288,not_eligible,/cvm/getArpuUpsellOffer,,,,,success,,,OK,200,0,,retry_attempt,,,,OkHttp-library-4.12.0,Samsung Galaxy A54,SmartSeg_Synthetic_v1.csv,,,-1.5279955019551752,,-0.6004562591894422,144.0
2026-02-23 16:19:38.600,20,8ee66ee48a4de5149d520b119ecec8d7,xevo7q5egvlkdnon,ar,Silver,Gold,wishlist,getOffers,Subscribe,unavailable,2765,pending,/wishlist/getOffers,,,,,success,,,Created,201,1,,,,,Summer_Data,axios/1.4.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,,,1.6309428348149286,,1.6650014220014935,1383.0
2026-02-23 11:31:22.223,54,be56b40e5d2ca04e9669a3533f185de9,127h6gmd478mfs0i,ar,Bronze,Silver,info,getSubscriberInfoAll,Confirm,partial,1796,not_eligible,/info/getSubscriberInfoAll,,,,,success,,,OK,200,1,,first_try,,priority_support,,Retrofit/2.9.0,Nokia G60,SmartSeg_Synthetic_v1.csv,,,0.39516921821007184,,1.6650014220014935,898.5
2026-02-23 13:25:40.683,81,f753ec736282d63382eddf48ca97ad95,ayyosyeoz906gnhh,ar,Silver,Gold,bundles,getAllPromos,Skip,,1400,not_eligible,/bundles/getAllPromos,,,,,success,,,OK,200,0,,,,,GameZone_Launch,Retrofit/2.9.0,iPhone 13,SmartSeg_Synthetic_v1.csv,,,-0.10985281705878613,,-0.6004562591894422,700.0
2026-02-23 15:45:04.294,50,184d8797ab79331423bc11431d6eaa69,dh8uzb7kr0aymk99,fr,Bronze,Silver,products,getBundles,Buy Now,pending,2634,eligible,/products/getBundles,SCRATCHY,Scratch & Win,,,success,,Scratch & Win,OK,200,1,,,,cashback,Back_to_School,Volley/1.2.1,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,SCRATCHY,gamification,1.4638774645618469,,1.6650014220014935,1317.5
2026-02-23 10:54:09.840,257,afe89929e485232a15eac58feb88293f,ootnjlcqnt3bnvbc,ar,Silver,Gold,cvm,getUpsellOffer,Confirm,unavailable,2203,eligible,/cvm/getUpsellOffer,SCRATCHY,Scratch & Win,,,success,,Scratch & Win,OK,200,0,,auto_approved,,auto_renewal;family_plan,,OkHttp-library-4.12.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,SCRATCHY,gamification,0.9142196433475092,,-0.6004562591894422,1101.5
2026-02-23 15:17:26.964,135,698bd6798ca37fba52f9af63c36eb80f,3zo7utxzbdq55it9,fr,Bronze,Silver,bundles,getAllPromos,Cancel,,2109,eligible,/bundles/getAllPromos,SPIN_WHEEL,Spin Wheel,,,success,,Spin Wheel,OK,200,1,,discount_applied,,early_access;loyalty_points,,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,0.7943406753796489,,1.6650014220014935,1055.0
2026-02-23 10:59:51.911,100,fd46be49a6ceeff3630f0387062aca14,zr6qceouuylajahc,fr,Gold,Platinum,info,details,Confirm,pending,1777,pending,/info/details,,,,,failure,,,Bad Request,400,0,ERR_BALANCE_INSUFFICIENT,manual_review,,,Summer_Data,axios/1.4.0,Tecno Spark 10,SmartSeg_Synthetic_v1.csv,,,0.3709383629825256,,-0.6004562591894422,888.5
2026-02-23 14:22:01.327,30,a2df19947a55b935590898c6b1328532,g95rlrdihsa7hez7,ar,Bronze,Silver,payment,onBundlePaymentInitiate,,,1376,eligible,/payment/onBundlePaymentInitiate,SPIN_WHEEL,Spin Wheel,,true,failure,,Spin Wheel,Internal Server Error,500,1,ERR_OFFER_EXPIRED,first_try,,loyalty_points;early_access;data_sharing,Winter_Promo,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,-0.1404602131356866,,1.6650014220014935,688.5
2026-02-23 17:04:31.325,27,58f7206d6db170685721789176f88af4,0eeyylh9p1earphb,ar,Silver,Gold,gamification,fetchGoals,Cancel,pending,1494,not_eligible,/gamification/fetchGoals,,,,,success,,,OK,200,0,,escalated,,roaming,Ramadan_2026,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,0.01002615090907409,,-0.6004562591894422,747.0
2026-02-23 17:31:39.331,1025,956c690ea5a19a415cedb3045c59e324,79flv1xxlp8ii7ew,fr,Silver,Gold,bundles,getArpuUpsellOffer,Retry,pending,1175,eligible,/bundles/getArpuUpsellOffer,Facebook_Plus_Mobile_Pre,Unlimited FB,,,success,39.573,Unlimited FB,OK,200,1,,promo_applied,,,Ooredoo_Anniversary,OkHttp-library-4.12.0,iPhone 14,SmartSeg_Synthetic_v1.csv,Facebook_Plus_Mobile_Pre,cvm,-0.39679715527972814,0.9784540962126016,1.6650014220014935,405.191
2026-02-23 10:34:08.656,201,978fae98e0ad71bbf29ed982e1032fa2,n8ztv05x4w7kyhqi,fr,Platinum,Platinum,products,getBundles,Cancel,,2489,pending,/products/getBundles,CnC_6GO,6 GO,,,success,47.052,6 GO,OK,200,0,,,,auto_renewal;multi_sim;family_plan,Summer_Data,OkHttp-library-4.12.0,Oppo A78,SmartSeg_Synthetic_v1.csv,CnC_6GO,cvm,1.2789577799305731,1.4993465009453018,-0.6004562591894422,845.351
2026-02-23 17:09:13.946,198,564237d639afc9a3e3b118fae71a31d7,7o75rh8lx6dut076,fr,Gold,Platinum,bundles,getAllPromos,Skip,,1419,eligible,/bundles/getAllPromos,,,,,success,,,OK,200,0,,discount_applied,,loyalty_points;data_sharing,Ooredoo_Anniversary,axios/1.4.0,iPhone 14,SmartSeg_Synthetic_v1.csv,,,-0.08562196183123992,,-0.6004562591894422,709.5
2026-02-23 17:07:36.536,117,9015baba370f253c3421bb842e9e73af,y3addqhkgad7x48w,ar,Bronze,Silver,markiNharek,rechargeInitiatePage,View Details,partial,1031,not_eligible,/markiNharek/rechargeInitiatePage,Flexi_220Mo_B2C_CnC,220 Mo,,,success,37.884,220 Mo,OK,200,0,,,Claim Gift,priority_support;cashback;auto_renewal,Summer_Data,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,-0.580441531741131,0.8608197504987989,-0.6004562591894422,356.295
2026-02-23 11:06:20.708,214,fc7750ac2b8c1de092f59847a249833b,amkygvwoplod9r7a,fr,Silver,Gold,products,getBundles,Skip,unavailable,352,eligible,/products/getBundles,,,,,success,,,OK,200,1,,manual_review,,multi_sim;family_plan,GameZone_Launch,axios/1.4.0,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,,,-1.4463757790834404,,1.6650014220014935,176.5
2026-02-23 15:16:31.252,145,2084d5352903a8e9439a2e71231fccb6,tqvdz4x1zhqimqod,fr,Silver,Gold,info,getAllLineDetails,Buy Now,,1288,not_eligible,/info/getAllLineDetails,,,,,success,,,OK,200,0,,escalated,,esim;data_sharing,Referral_Bonus,axios/1.4.0,Oppo A78,SmartSeg_Synthetic_v1.csv,,,-0.2526873320843217,,-0.6004562591894422,644.0
2026-02-23 13:14:27.304,910,10f324d045a36e84d444a5b7e2699ae9,7f8tsxk6819y207m,fr,Silver,Gold,markiNharek,getDisponibilite,Confirm,available,848,eligible,/markiNharek/getDisponibilite,SCRATCHY,Scratch & Win,,,success,,Scratch & Win,OK,200,1,,,,,GameZone_Launch,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,SCRATCHY,gamification,-0.8138229268274972,,1.6650014220014935,424.5
,190,08b7b2b47ae1ffe6b14b73b45677ef86,lw2qitngvn1kicjn,ar,Bronze,Silver,loyalty,getussdcodes,View Details,,794,eligible,/loyalty/getussdcodes,,,,,success,,,OK,200,0,,first_try,Refer Friend,family_plan,GameZone_Launch,OkHttp-library-4.12.0,Huawei P40,SmartSeg_Synthetic_v1.csv,,,-0.8826895680005232,,-0.6004562591894422,397.0
2026-02-23 16:13:25.624,16,ee6395666a11473ad0c868733b78bd19,56wafftouhylu6k7,fr,Platinum,Platinum,gamification,mfawlaGameStatus,View Details,pending,545,not_eligible,/gamification/mfawlaGameStatus,,,https://tn-oo-boxofjoy.timwe.com,,success,,,OK,200,0,,promo_applied,Complete Survey,esim;loyalty_points;cashback,,axios/1.4.0,Oppo A78,SmartSeg_Synthetic_v1.csv,,,-1.2002413022983658,,-0.6004562591894422,272.5
2026-02-23 15:37:47.099,27,4813a10d8e99865cfd47ea4aec7e7883,bl9ot7txkdotrbad,ar,Silver,Gold,loyalty,getussdcodes,Back,pending,601,eligible,/loyalty/getussdcodes,,,,,success,,,OK,200,0,,escalated,Daily Login,data_sharing;auto_renewal,Summer_Data,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,-1.128824044785598,,-0.6004562591894422,300.5
2026-02-23 11:27:54.470,83,57324615b583a18a7654e6dc647e25fe,exf7jxjn6fokzixz,fr,Silver,Gold,markiNharek,status,Claim Gift,partial,1360,not_eligible,/markiNharek/status,CnC_6GO,6 GO,,MainAccount,success,49.452,6 GO,OK,200,0,,auto_approved,,early_access;cashback;data_sharing,GameZone_Launch,OkHttp-library-4.9.1,iPhone 14,SmartSeg_Synthetic_v1.csv,CnC_6GO,cvm,-0.16086514385362027,1.666500100538627,-0.6004562591894422,469.817
2026-02-23 12:13:19.455,57,ecbf682b8215bf7948015d2226d4d6e2,04chsdingxu8uu01,ar,Silver,Gold,gamification,mfawlaGameStatus,View Details,,1897,eligible,/gamification/mfawlaGameStatus,,,https://ooredoo.partnerx.tn,,success,,,OK,200,0,,auto_approved,Check In,roaming,Back_to_School,Volley/1.2.1,Huawei P40,SmartSeg_Synthetic_v1.csv,,,0.523975343367028,,-0.6004562591894422,948.5
2026-02-23 11:37:55.574,346,918c347465aab2c0686103f1ad4fe515,b9xn4m41kht8xkod,ar,Silver,Gold,bundles,getAllPromos,,pending,1462,eligible,/bundles/getAllPromos,CnC_6GO,6 GO,,,success,18.59,6 GO,OK,200,1,,retry_attempt,,cashback;priority_support,Winter_Promo,OkHttp-library-4.9.1,Vivo Y35,SmartSeg_Synthetic_v1.csv,CnC_6GO,cvm,-0.03078371052679322,-0.48295589556520946,1.6650014220014935,493.863
2026-02-23 13:25:32.404,223,f068628074a8aa6f52d5bc55ce5767f3,7xjz6us7rp422ta8,ar,Silver,Gold,bundles,getAllPromos,Check In,,2220,eligible,/bundles/getAllPromos,Flexi_8GO,8 GO,,,success,41.742,8 GO,OK,200,0,,auto_approved,,,,OkHttp-library-4.12.0,Nokia G60,SmartSeg_Synthetic_v1.csv,Flexi_8GO,bundles,0.9358998822353136,1.1295191618450693,-0.6004562591894422,753.914
2026-02-23 10:10:26.800,22,acb5b8ebede8cf72aad38f68b05600da,r821uzvgww4fyb8d,fr,Bronze,Silver,account,getProfileDetails,,available,294,eligible,/account/getProfileDetails,,,,,success,,,OK,200,0,,flagged_fraud,,data_sharing;multi_sim,Referral_Bonus,OkHttp-library-4.12.0,iPhone 14,SmartSeg_Synthetic_v1.csv,,,-1.52034365293595,,-0.6004562591894422,147.0
2026-02-23 12:06:59.447,40,daf889fb75630b59f7195b5c88de88ed,l9967i6yuj7yktxg,en,Bronze,Silver,account,getProfileDetails,Check In,unavailable,2267,not_eligible,/account/getProfileDetails,,,,,success,,,OK,200,1,,flagged_fraud,,,Ramadan_2026,OkHttp-library-4.9.1,iPhone 13,SmartSeg_Synthetic_v1.csv,,,0.9958393662192437,,1.6650014220014935,1134.0
2026-02-23 16:59:15.192,229,1d1cf5fc383ceb8c728f50bc3b28f2df,b6bndoz6wyqmlh13,fr,Platinum,Platinum,products,getBundles,Cancel,,2702,not_eligible,/products/getBundles,Flexi_15GO,15 GO,,,success,38.125,15 GO,OK,200,0,,auto_approved,,,GameZone_Launch,OkHttp-library-4.9.1,Vivo Y35,SmartSeg_Synthetic_v1.csv,Flexi_15GO,bundles,1.550598420113065,0.8776047577912953,-0.6004562591894422,913.375
,37,e90c6f9775dc45a92ba3fc2aff9d6f32,gzvrctlt4q9bc2be,ar,Silver,Gold,cart,options,Share,,2180,not_eligible,/cart/options,Flexi_220Mo_B2C_CnC,220 Mo,,credit_card,success,48.879,220 Mo,OK,200,1,,manual_review,,,GameZone_Launch,axios/1.4.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,Flexi_220Mo_B2C_CnC,bundles,0.8848875554404795,1.6265921786357207,1.6650014220014935,743.293
2026-02-23 12:14:14.142,,d4ad51d280e90d70b721cfc1e301b0bb,6tt9q1ni10kqsosx,ar,Gold,Platinum,gamification,mfawlaGameStatus,Claim Gift,unavailable,1520,eligible,/gamification/mfawlaGameStatus,,,,,success,,,OK,200,0,,,Spin Wheel,roaming,,OkHttp-library-4.9.1,Nokia G60,SmartSeg_Synthetic_v1.csv,,,0.04318416332571628,,-0.6004562591894422,760.0
2026-02-23 16:58:40.589,177,698bd6798ca37fba52f9af63c36eb80f,3zo7utxzbdq55it9,fr,Bronze,Silver,colors,getColors,Retry,,2109,eligible,/colors/getColors,,,,,success,,,OK,200,0,,retry_attempt,,esim,Back_to_School,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,,,0.7943406753796489,,-0.6004562591894422,1054.5
2026-02-23 10:25:03.450,300,28492fa68142847c5fc6ee54c1ab6d34,8wm9lbb4m0a6mdmm,fr,Silver,Gold,info,getProfileDetails,Confirm,available,1372,not_eligible,/info/getProfileDetails,,,,,success,,,OK,200,0,,vip_fast_track,,priority_support;early_access;cashback,,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,,,-0.14556144581517003,,-0.6004562591894422,686.0
2026-02-23 12:42:04.182,103,2e68bfecadefddb02c554e5f91aeabda,lc83gy1fkoldxb7g,fr,Bronze,Silver,cvm,getArpuUpsellOffer,Confirm,,980,not_eligible,/cvm/getArpuUpsellOffer,,,,,success,,,Created,201,0,,retry_attempt,,early_access,Winter_Promo,OkHttp-library-4.12.0,iPhone 13,SmartSeg_Synthetic_v1.csv,,,-0.6454822484045446,,-0.6004562591894422,490.0
2026-02-23 15:49:04.226,383,950edcb063ae99edea5af258d5018419,59m6mg87oi0e0vgn,ar,Bronze,Silver,bundles,getArpuUpsellOffer,Back,,732,eligible,/bundles/getArpuUpsellOffer,SPIN_WHEEL,Spin Wheel,,,success,,Spin Wheel,OK,200,0,,flagged_fraud,,,Ramadan_2026,Retrofit/2.9.0,Xiaomi Redmi Note 12,SmartSeg_Synthetic_v1.csv,SPIN_WHEEL,gamification,-0.9617586745325162,,-0.6004562591894422,366.0
2026-02-23 12:48:22.238,185,4ca02de3ce25a7806091867f551fcf39,oyg9zqyahulwjtiq,ar,Bronze,Silver,loyalty,getussdcodes,Claim Gift,unavailable,1636,eligible,/loyalty/getussdcodes,,,,,success,,,OK,200,0,,retry_attempt,Daily Login,cashback;family_plan;loyalty_points,Ramadan_2026,OkHttp-library-4.12.0,Vivo Y35,SmartSeg_Synthetic_v1.csv,,,0.19111991103073528,,-0.6004562591894422,818.0
2026-02-23 16:48:00.121,91,a2df19947a55b935590898c6b1328532,g95rlrdihsa7hez7,ar,Bronze,Silver,bundles,getUpsellOffer,More Info,available,1376,eligible,/bundles/getUpsellOffer,CnC_6GO,6 GO,,,success,49.628,6 GO,OK,,1,,,,,,OkHttp-library-4.12.0,Samsung Galaxy S23,SmartSeg_Synthetic_v1.csv,CnC_6GO,cvm,-0.1404602131356866,1.678758031175471,1.6650014220014935,475.543
